Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
SANTO DOMINGO DE LOS TSACHILAS;-0,24793003;-79,20346153;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/8/2023;ENCONTRADO;19/8/2023
CHIMBORAZO;-1,67663090;-78,65805620;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/8/2023;ENCONTRADO;19/8/2023
PICHINCHA;-0,15332731;-78,49090867;86;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;27/8/2023;ENCONTRADO;28/8/2023
PICHINCHA;-0,27108722;-78,51864331;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/8/2023;ENCONTRADO;28/8/2023
IMBABURA;0,33362108;-78,12117307;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/8/2023;ENCONTRADO;21/8/2023
TUNGURAHUA;-1,24072212;-78,62030309;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/8/2023;ENCONTRADO;13/9/2023
GUAYAS;-2,22775420;-79,93954390;40;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;18/8/2023;ENCONTRADO;22/8/2023
CHIMBORAZO;-1,64554508;-78,68563962;62;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;4/8/2023;ENCONTRADO;19/8/2023
MORONA SANTIAGO;-2,54403860;-78,17924340;25;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;18/8/2023;ENCONTRADO;22/8/2023
PICHINCHA;-0,12818851;-78,50105536;41;HOMBRE;SIN_DATO;SIN_DATO;27/8/2023;DESAPARECIDO;SIN_DATO
IMBABURA;0,23430050;-78,26106720;30;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;4/8/2023;ENCONTRADO;10/8/2023
IMBABURA;0,23430050;-78,26106720;13;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO FISICO;4/8/2023;ENCONTRADO;10/8/2023
IMBABURA;0,23430050;-78,26106720;3;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO FISICO;4/8/2023;ENCONTRADO;10/8/2023
PICHINCHA;-0,34189610;-78,43294100;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/8/2023;ENCONTRADO;1/9/2023
PICHINCHA;-0,30672491;-78,48575666;29;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/8/2023;ENCONTRADO;28/8/2023
SANTO DOMINGO DE LOS TSACHILAS;0,01278450;-79,39996160;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/7/2023;ENCONTRADO;9/8/2023
PICHINCHA;-0,03892050;-78,56195920;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/8/2023;ENCONTRADO;26/8/2023
AZUAY;-2,88506850;-79,01862120;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/7/2023;ENCONTRADO;23/8/2023
GUAYAS;-2,25459430;-79,88848190;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/8/2023;ENCONTRADO;3/9/2023
GUAYAS;-2,24668290;-79,91207357;29;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;23/8/2023;ENCONTRADO;29/8/2023
GUAYAS;-2,10242520;-79,95381356;83;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;19/8/2023;ENCONTRADO;22/8/2023
LOS RIOS;-1,64083978;-79,71306580;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/8/2023;ENCONTRADO;28/8/2023
SANTA ELENA;-2,02226950;-80,66875800;18;MUJER;SIN_DATO;SIN_DATO;11/3/2023;DESAPARECIDO;SIN_DATO
MANABI;-1,04621501;-80,44672317;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/8/2023;ENCONTRADO;22/8/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00916720;-79,39160500;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/7/2023;ENCONTRADO;23/9/2023
PICHINCHA;-0,23312837;-78,53033704;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/8/2023;ENCONTRADO;28/8/2023
PICHINCHA;-0,26530500;-78,51335170;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/6/2023;ENCONTRADO;8/8/2023
IMBABURA;0,34709718;-78,12277079;15;MUJER;FISCALÍA;FISCALÍA;17/8/2023;ENCONTRADO;19/8/2023
GUAYAS;-2,18990430;-79,81986920;25;HOMBRE;FALLECIDO;NO DETERMINADA;25/8/2023;FALLECIDO;29/8/2023
GUAYAS;-2,13825404;-79,58017588;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/8/2023;ENCONTRADO;22/8/2023
GUAYAS;-2,16410287;-79,46290082;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/8/2023;ENCONTRADO;22/8/2023
PICHINCHA;-0,29080640;-78,57664630;24;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/8/2023;ENCONTRADO;28/8/2023
MANABI;0,07999515;-80,03728083;22;HOMBRE;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,44261500;-79,44245041;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/6/2023;ENCONTRADO;22/8/2023
TUNGURAHUA;-1,26400826;-78,74670363;73;MUJER;SIN_DATO;SIN_DATO;12/9/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,78795210;-79,28739530;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/8/2023;ENCONTRADO;22/8/2023
GUAYAS;-2,05689760;-79,90737600;33;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;27/8/2023;ENCONTRADO;29/8/2023
GUAYAS;-2,14609440;-79,59080010;47;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/8/2023;ENCONTRADO;29/8/2023
CHIMBORAZO;-1,70409000;-78,70590880;23;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/8/2023;ENCONTRADO;25/8/2023
EL ORO;-3,25724027;-79,95719214;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/8/2023;ENCONTRADO;1/9/2023
PICHINCHA;-0,25782440;-78,52529820;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;22/8/2023;ENCONTRADO;23/8/2023
PICHINCHA;-0,31562500;-78,55022381;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/8/2023;ENCONTRADO;22/8/2023
PICHINCHA;-0,09239180;-78,50843471;16;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;28/8/2023;ENCONTRADO;29/8/2023
IMBABURA;0,33923300;-78,16784390;4;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/8/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,21072520;-78,44108950;27;HOMBRE;FALLECIDO;HOMICIDIO;13/3/2023;FALLECIDO;23/8/2023
PICHINCHA;-0,35831447;-78,46875937;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/8/2023;ENCONTRADO;31/8/2023
PICHINCHA;-0,35831447;-78,46875937;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/8/2023;ENCONTRADO;31/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25943437;-79,20881534;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/8/2023;ENCONTRADO;1/9/2023
PICHINCHA;-0,12240860;-78,46524830;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/6/2023;ENCONTRADO;4/9/2023
PICHINCHA;-0,21069100;-78,39559860;31;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/8/2023;ENCONTRADO;13/9/2023
CHIMBORAZO;-1,68014993;-78,64492389;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/8/2023;ENCONTRADO;29/8/2023
GUAYAS;-2,15599300;-79,92157250;44;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/8/2023;ENCONTRADO;25/8/2023
GUAYAS;-2,27940490;-79,88365173;25;HOMBRE;FALLECIDO;NO DETERMINADA;21/8/2023;FALLECIDO;25/8/2023
PICHINCHA;-0,31740090;-78,54899870;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/8/2023;ENCONTRADO;2/9/2023
GUAYAS;-2,11864430;-79,58826130;61;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/8/2023;ENCONTRADO;31/8/2023
GUAYAS;-2,10894206;-79,94829112;26;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;21/8/2023;ENCONTRADO;14/9/2023
LOS RIOS;-1,80508876;-79,53739277;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/8/2023;ENCONTRADO;14/8/2023
PICHINCHA;-0,31549950;-78,55046910;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/8/2023;ENCONTRADO;25/8/2023
GUAYAS;-2,20597068;-79,94537098;24;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;21/8/2023;ENCONTRADO;14/9/2023
AZUAY;-2,89628420;-79,03342880;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/8/2023;ENCONTRADO;1/9/2023
ESMERALDAS;1,08920200;-78,98996000;66;HOMBRE;EXTRAVIADA;HOSPITALIZADO;17/8/2023;ENCONTRADO;23/8/2023
GUAYAS;-2,07215490;-79,93451410;59;HOMBRE;SIN_DATO;SIN_DATO;23/5/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,15287789;-79,78798812;21;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;17/8/2023;ENCONTRADO;14/9/2023
NAPO;-0,95176784;-77,81167183;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/8/2023;ENCONTRADO;4/9/2023
ESMERALDAS;0,97306614;-79,62480495;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/8/2023;ENCONTRADO;22/8/2023
PICHINCHA;-0,26941030;-78,51354890;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/8/2023;ENCONTRADO;24/8/2023
BOLIVAR;-1,94368020;-79,06591790;33;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/8/2023;ENCONTRADO;29/8/2023
PICHINCHA;-0,15560200;-78,37284560;41;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/8/2023;ENCONTRADO;30/8/2023
PICHINCHA;-0,15560200;-78,37284560;6;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/8/2023;ENCONTRADO;30/8/2023
LOS RIOS;-1,38097570;-79,42537760;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/8/2023;ENCONTRADO;4/9/2023
PICHINCHA;-0,23357997;-78,53043526;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/8/2023;ENCONTRADO;30/8/2023
LOJA;-4,00190408;-79,20169558;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/8/2023;ENCONTRADO;24/8/2023
COTOPAXI;-0,83694163;-78,66422755;23;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;13/8/2023;ENCONTRADO;28/8/2023
TUNGURAHUA;-1,21640760;-78,57744080;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/8/2023;ENCONTRADO;9/8/2023
COTOPAXI;-0,86512598;-78,59659213;42;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;24/7/2023;ENCONTRADO;26/8/2023
PICHINCHA;-0,04009180;-78,45492790;25;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;15/8/2023;ENCONTRADO;23/8/2023
PICHINCHA;-0,09123796;-78,52534324;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/8/2023;ENCONTRADO;29/8/2023
PICHINCHA;-0,25743953;-78,52866666;63;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/8/2023;ENCONTRADO;30/8/2023
LOJA;-3,89080122;-79,28888798;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/8/2023;ENCONTRADO;24/8/2023
GUAYAS;-2,17245317;-79,80708479;18;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/6/2023;ENCONTRADO;23/8/2023
PICHINCHA;-0,22340650;-78,49934520;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/8/2023;ENCONTRADO;29/8/2023
EL ORO;-3,55359911;-80,06114960;23;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/6/2023;ENCONTRADO;22/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,22558050;-79,19040650;12;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;20/8/2023;ENCONTRADO;23/8/2023
PICHINCHA;-0,19771950;-78,50052860;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/8/2023;ENCONTRADO;1/9/2023
AZUAY;-2,91489807;-79,01832648;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/8/2023;ENCONTRADO;1/9/2023
CAÑAR;-2,74172898;-78,84982664;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/8/2023;ENCONTRADO;25/8/2023
ESMERALDAS;0,38608497;-79,50973570;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/6/2023;ENCONTRADO;19/8/2023
GUAYAS;-2,10487720;-79,93493540;67;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;26/8/2023;ENCONTRADO;10/9/2023
MANABI;-1,06837224;-80,43411073;59;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/8/2023;ENCONTRADO;29/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25995587;-79,19826871;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/8/2023;ENCONTRADO;21/8/2023
GUAYAS;-2,28400980;-79,88471040;43;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;28/8/2023;ENCONTRADO;25/9/2023
AZUAY;-2,91626471;-78,99208846;24;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;8/8/2023;ENCONTRADO;31/8/2023
ESMERALDAS;0,98583787;-79,64772713;78;HOMBRE;FALLECIDO;ACCIDENTAL;31/7/2023;FALLECIDO;23/8/2023
IMBABURA;0,27984620;-78,23946200;89;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;26/8/2023;ENCONTRADO;29/8/2023
PICHINCHA;-0,07953980;-78,44851140;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/8/2023;ENCONTRADO;23/8/2023
GUAYAS;-2,10323654;-79,95551467;25;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;28/8/2023;ENCONTRADO;6/9/2023
PICHINCHA;-0,23319620;-78,53230210;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/8/2023;ENCONTRADO;4/9/2023
MANABI;-1,06253640;-80,44760230;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/8/2023;ENCONTRADO;24/8/2023
GUAYAS;-2,19137310;-79,94655080;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/8/2023;ENCONTRADO;8/10/2023
LOS RIOS;-1,43266647;-79,46224929;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/6/2023;ENCONTRADO;23/8/2023
GUAYAS;-2,07206024;-79,83639661;18;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO FISICO;28/8/2023;ENCONTRADO;30/8/2023
PICHINCHA;-0,11460150;-78,49099060;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/8/2023;ENCONTRADO;23/8/2023
LOS RIOS;-1,80965905;-79,49071882;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/8/2023;ENCONTRADO;23/8/2023
ORELLANA;-0,57551085;-77,02788984;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/5/2023;ENCONTRADO;22/8/2023
PICHINCHA;-0,12958353;-78,49570170;68;MUJER;FALLECIDO;ACCIDENTAL;20/8/2023;FALLECIDO;29/8/2023
IMBABURA;0,36090670;-78,12169900;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/7/2023;ENCONTRADO;30/8/2023
CHIMBORAZO;-1,66164236;-78,68017418;44;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/8/2023;ENCONTRADO;29/8/2023
AZUAY;-2,88658665;-78,96103938;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/8/2023;ENCONTRADO;23/8/2023
GUAYAS;-2,08866600;-79,98794750;31;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/8/2023;ENCONTRADO;23/8/2023
CHIMBORAZO;-1,67190320;-78,61796950;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/8/2023;ENCONTRADO;30/8/2023
PICHINCHA;-0,33016260;-78,45107290;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/8/2023;ENCONTRADO;11/10/2023
GUAYAS;-2,15599300;-79,92157250;48;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;28/8/2023;ENCONTRADO;29/8/2023
AZUAY;-3,15028572;-79,24740828;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/8/2023;ENCONTRADO;25/8/2023
ESMERALDAS;0,96819588;-79,66735392;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;23/8/2023
PICHINCHA;-0,11392780;-78,51511900;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/8/2023;ENCONTRADO;24/8/2023
PASTAZA;-1,62635902;-77,78991581;12;MUJER;PROBLEMAS SOCIALES;MIGRACION;28/8/2023;ENCONTRADO;31/8/2023
CHIMBORAZO;-1,67638457;-78,64591495;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/8/2023;ENCONTRADO;23/8/2023
MANABI;-0,89654041;-80,46977576;42;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/8/2023;ENCONTRADO;31/8/2023
PICHINCHA;-0,33016260;-78,45107290;34;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/8/2023;ENCONTRADO;24/8/2023
PICHINCHA;-0,33016260;-78,45107290;2;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/8/2023;ENCONTRADO;24/8/2023
ESMERALDAS;1,06442035;-79,37564135;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/8/2023;ENCONTRADO;30/8/2023
ESMERALDAS;1,06442035;-79,37564135;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/8/2023;ENCONTRADO;30/8/2023
GUAYAS;-1,76480100;-79,99121700;11;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/8/2023;ENCONTRADO;24/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25826510;-79,18634490;58;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;29/8/2023;ENCONTRADO;12/9/2023
TUNGURAHUA;-1,22112514;-78,62198653;9;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/8/2023;ENCONTRADO;24/8/2023
LOJA;-3,99785370;-79,20421970;7;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/8/2023;ENCONTRADO;28/8/2023
LOJA;-3,99785370;-79,20421970;9;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/8/2023;ENCONTRADO;28/8/2023
LOS RIOS;-1,02857037;-79,44490261;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/1/2023;ENCONTRADO;20/8/2023
PICHINCHA;-0,24182030;-78,52775060;31;HOMBRE;SIN_DATO;SIN_DATO;9/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,26507750;-78,55307560;37;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/8/2023;ENCONTRADO;27/8/2023
LOS RIOS;-1,56756700;-79,46958034;26;HOMBRE;SIN_DATO;SIN_DATO;9/7/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,11593199;-79,58693504;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/5/2023;ENCONTRADO;30/8/2023
EL ORO;-3,67338346;-80,10564162;25;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;5/8/2023;ENCONTRADO;30/8/2023
GUAYAS;-2,19718760;-79,88163500;20;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;29/8/2023;ENCONTRADO;3/9/2023
GUAYAS;-2,10149600;-79,98980730;46;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/7/2023;ENCONTRADO;28/8/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,22436093;-79,17647897;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/8/2023;ENCONTRADO;21/8/2023
PICHINCHA;-0,27464100;-78,56821440;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/8/2023;ENCONTRADO;30/8/2023
GUAYAS;-2,72482437;-79,67471490;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/8/2023;ENCONTRADO;6/9/2023
GUAYAS;-2,72482437;-79,67471490;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/8/2023;ENCONTRADO;6/9/2023
PICHINCHA;-0,32764400;-78,56735470;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/8/2023;ENCONTRADO;31/8/2023
COTOPAXI;-0,95833450;-78,69659720;15;HOMBRE;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;22/8/2023;ENCONTRADO;23/8/2023
GUAYAS;-2,22935770;-79,89845430;8;MUJER;PERDIDO;NINOS NINAS PERDIDOS;30/8/2023;ENCONTRADO;3/9/2023
MORONA SANTIAGO;-2,45662850;-78,16784390;4;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/1/2023;ENCONTRADO;24/8/2023
PICHINCHA;-0,37405800;-78,37000110;15;MUJER;SIN_DATO;SIN_DATO;2/5/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,92633558;-79,67432623;36;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/7/2023;ENCONTRADO;30/8/2023
IMBABURA;0,20743174;-78,25850486;32;HOMBRE;SIN_DATO;SIN_DATO;28/8/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-1,85235000;-79,84868000;19;MUJER;SIN_DATO;SIN_DATO;26/6/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,10435837;-79,98891711;52;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;29/8/2023;ENCONTRADO;1/9/2023
MORONA SANTIAGO;-2,31272910;-78,10223090;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/8/2023;ENCONTRADO;9/9/2023
MORONA SANTIAGO;-2,31272910;-78,10223090;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/8/2023;ENCONTRADO;9/9/2023
PICHINCHA;-0,09404920;-78,45101010;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/8/2023;ENCONTRADO;4/9/2023
PICHINCHA;-0,06973410;-78,45956440;17;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;16/8/2023;ENCONTRADO;21/8/2023
MANABI;-0,27836596;-79,44328272;18;HOMBRE;SIN_DATO;SIN_DATO;22/8/2023;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,39283440;-78,42687580;14;MUJER;SIN_DATO;SIN_DATO;19/9/2023;DESAPARECIDO;SIN_DATO
ZAMORA CHINCHIPE;-3,61725858;-78,58829508;14;MUJER;SIN_DATO;SIN_DATO;11/7/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,12207330;-79,97510170;19;HOMBRE;SIN_DATO;SIN_DATO;7/9/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-2,19471441;-78,84546396;17;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,23200890;-78,64129220;37;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/8/2023;ENCONTRADO;30/8/2023
TUNGURAHUA;-1,23200890;-78,64129220;19;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/8/2023;ENCONTRADO;30/8/2023
TUNGURAHUA;-1,23200890;-78,64129220;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/8/2023;ENCONTRADO;30/8/2023
TUNGURAHUA;-1,23200890;-78,64129220;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/8/2023;ENCONTRADO;30/8/2023
CAÑAR;-2,51114615;-78,92879602;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/8/2023;ENCONTRADO;9/8/2023
ESMERALDAS;0,58404646;-79,60855541;27;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;24/3/2023;ENCONTRADO;29/8/2023
PICHINCHA;-0,25445020;-78,50644730;16;MUJER;SIN_DATO;SIN_DATO;13/6/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,24683320;-78,49602200;21;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;27/8/2023;ENCONTRADO;5/9/2023
GUAYAS;-2,08484310;-79,92062406;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/8/2023;ENCONTRADO;25/8/2023
AZUAY;-3,22774906;-79,55868706;24;HOMBRE;SIN_DATO;SIN_DATO;18/2/2023;DESAPARECIDO;SIN_DATO
